itemName,trialNr,submission_id,targetOption,answerType,response,categorized_response,by_trial_nr
handkerchief-injury,4,3850,itemQuestion,sameCategory,25,itemQuestion,231
handkerchief-injury,4,3850,itemQuestion,otherCategory,28,itemQuestion,231
handkerchief-injury,4,3850,itemQuestion,mostSimilar,30,itemQuestion,231
box-muffins,5,3850,itemQuestion,itemQuestion,79,itemQuestion,232
box-muffins,5,3850,itemQuestion,competitor,31,itemQuestion,232
box-muffins,5,3850,itemQuestion,sameCategory,31,itemQuestion,232
box-muffins,5,3850,itemQuestion,otherCategory,59,itemQuestion,232
box-muffins,5,3850,itemQuestion,mostSimilar,67,itemQuestion,232
postit-board,1,3862,itemQuestion,itemQuestion,100,itemQuestion,233
postit-board,1,3862,itemQuestion,competitor,70,itemQuestion,233
postit-board,1,3862,itemQuestion,sameCategory,67,itemQuestion,233
postit-board,1,3862,itemQuestion,otherCategory,9,itemQuestion,233
postit-board,1,3862,itemQuestion,mostSimilar,5,itemQuestion,233
sugar-coffee,2,3862,itemQuestion,itemQuestion,100,itemQuestion,234
sugar-coffee,2,3862,itemQuestion,competitor,91,itemQuestion,234
sugar-coffee,2,3862,itemQuestion,sameCategory,76,itemQuestion,234
sugar-coffee,2,3862,itemQuestion,otherCategory,0,itemQuestion,234
sugar-coffee,2,3862,itemQuestion,mostSimilar,81,itemQuestion,234
pot-garden,3,3862,itemQuestion,itemQuestion,100,itemQuestion,235
pot-garden,3,3862,itemQuestion,competitor,63,itemQuestion,235
pot-garden,3,3862,itemQuestion,sameCategory,23,itemQuestion,235
pot-garden,3,3862,itemQuestion,otherCategory,1,itemQuestion,235
pot-garden,3,3862,itemQuestion,mostSimilar,56,itemQuestion,235
broom-renovation,5,3862,itemQuestion,itemQuestion,100,itemQuestion,236
broom-renovation,5,3862,itemQuestion,competitor,100,itemQuestion,236
broom-renovation,5,3862,itemQuestion,sameCategory,62,itemQuestion,236
broom-renovation,5,3862,itemQuestion,otherCategory,0,itemQuestion,236
broom-renovation,5,3862,itemQuestion,mostSimilar,78,itemQuestion,236
umbrella-rain,1,3851,itemQuestion,itemQuestion,96,itemQuestion,237
umbrella-rain,1,3851,itemQuestion,competitor,89,itemQuestion,237
umbrella-rain,1,3851,itemQuestion,sameCategory,7,itemQuestion,237
umbrella-rain,1,3851,itemQuestion,otherCategory,65,itemQuestion,237
umbrella-rain,1,3851,itemQuestion,mostSimilar,60,itemQuestion,237
handkerchief-sauce,2,3851,itemQuestion,itemQuestion,72,itemQuestion,238
handkerchief-sauce,2,3851,itemQuestion,competitor,92,itemQuestion,238
handkerchief-sauce,2,3851,itemQuestion,sameCategory,17,itemQuestion,238
handkerchief-sauce,2,3851,itemQuestion,otherCategory,5,itemQuestion,238
handkerchief-sauce,2,3851,itemQuestion,mostSimilar,71,itemQuestion,238
blanket-transportation,3,3851,itemQuestion,itemQuestion,88,itemQuestion,239
blanket-transportation,3,3851,itemQuestion,competitor,94,itemQuestion,239
blanket-transportation,3,3851,itemQuestion,sameCategory,66,itemQuestion,239
blanket-transportation,3,3851,itemQuestion,otherCategory,40,itemQuestion,239
blanket-transportation,3,3851,itemQuestion,mostSimilar,71,itemQuestion,239
bottle-water,5,3851,itemQuestion,itemQuestion,97,itemQuestion,240
bottle-water,5,3851,itemQuestion,competitor,74,itemQuestion,240
bottle-water,5,3851,itemQuestion,sameCategory,38,itemQuestion,240
bottle-water,5,3851,itemQuestion,otherCategory,6,itemQuestion,240
bottle-water,5,3851,itemQuestion,mostSimilar,45,itemQuestion,240
candy-dessert,1,3855,itemQuestion,itemQuestion,61,itemQuestion,241
candy-dessert,1,3855,itemQuestion,competitor,56,itemQuestion,241
candy-dessert,1,3855,itemQuestion,sameCategory,58,itemQuestion,241
candy-dessert,1,3855,itemQuestion,otherCategory,66,itemQuestion,241
candy-dessert,1,3855,itemQuestion,mostSimilar,74,itemQuestion,241
sugar-baking,2,3855,itemQuestion,itemQuestion,62,itemQuestion,242
sugar-baking,2,3855,itemQuestion,competitor,66,itemQuestion,242
sugar-baking,2,3855,itemQuestion,sameCategory,73,itemQuestion,242
sugar-baking,2,3855,itemQuestion,otherCategory,61,itemQuestion,242
sugar-baking,2,3855,itemQuestion,mostSimilar,64,itemQuestion,242
sweatpants-spill,3,3855,itemQuestion,itemQuestion,62,itemQuestion,243
sweatpants-spill,3,3855,itemQuestion,competitor,75,itemQuestion,243
sweatpants-spill,3,3855,itemQuestion,sameCategory,40,itemQuestion,243
sweatpants-spill,3,3855,itemQuestion,otherCategory,67,itemQuestion,243
sweatpants-spill,3,3855,itemQuestion,mostSimilar,40,itemQuestion,243
bottle-water,4,3855,itemQuestion,itemQuestion,62,itemQuestion,244
bottle-water,4,3855,itemQuestion,competitor,69,itemQuestion,244
bottle-water,4,3855,itemQuestion,sameCategory,58,itemQuestion,244
bottle-water,4,3855,itemQuestion,otherCategory,55,itemQuestion,244
bottle-water,4,3855,itemQuestion,mostSimilar,67,itemQuestion,244
blanket-sleepover,1,3866,itemQuestion,itemQuestion,97,itemQuestion,245
blanket-sleepover,1,3866,itemQuestion,competitor,88,itemQuestion,245
blanket-sleepover,1,3866,itemQuestion,sameCategory,55,itemQuestion,245
blanket-sleepover,1,3866,itemQuestion,otherCategory,35,itemQuestion,245
blanket-sleepover,1,3866,itemQuestion,mostSimilar,32,itemQuestion,245
handkerchief-injury,2,3866,itemQuestion,itemQuestion,97,itemQuestion,246
handkerchief-injury,2,3866,itemQuestion,competitor,70,itemQuestion,246
handkerchief-injury,2,3866,itemQuestion,sameCategory,70,itemQuestion,246
handkerchief-injury,2,3866,itemQuestion,otherCategory,2,itemQuestion,246
handkerchief-injury,2,3866,itemQuestion,mostSimilar,57,itemQuestion,246
sweatpants-sleepover,3,3866,itemQuestion,itemQuestion,100,itemQuestion,247
sweatpants-sleepover,3,3866,itemQuestion,competitor,71,itemQuestion,247
sweatpants-sleepover,3,3866,itemQuestion,sameCategory,61,itemQuestion,247
sweatpants-sleepover,3,3866,itemQuestion,otherCategory,2,itemQuestion,247
sweatpants-sleepover,3,3866,itemQuestion,mostSimilar,72,itemQuestion,247
pot-garden,5,3866,itemQuestion,itemQuestion,99,itemQuestion,248
pot-garden,5,3866,itemQuestion,competitor,25,itemQuestion,248
pot-garden,5,3866,itemQuestion,sameCategory,2,itemQuestion,248
pot-garden,5,3866,itemQuestion,otherCategory,2,itemQuestion,248
pot-garden,5,3866,itemQuestion,mostSimilar,57,itemQuestion,248
handkerchief-injury,1,3853,itemQuestion,itemQuestion,99,itemQuestion,249
handkerchief-injury,1,3853,itemQuestion,competitor,53,itemQuestion,249
handkerchief-injury,1,3853,itemQuestion,sameCategory,17,itemQuestion,249
handkerchief-injury,1,3853,itemQuestion,otherCategory,0,itemQuestion,249
handkerchief-injury,1,3853,itemQuestion,mostSimilar,59,itemQuestion,249
umbrella-summer,3,3853,itemQuestion,itemQuestion,100,itemQuestion,250
umbrella-summer,3,3853,itemQuestion,competitor,0,itemQuestion,250
umbrella-summer,3,3853,itemQuestion,sameCategory,76,itemQuestion,250
umbrella-summer,3,3853,itemQuestion,otherCategory,18,itemQuestion,250
umbrella-summer,3,3853,itemQuestion,mostSimilar,10,itemQuestion,250
blanket-sleepover,4,3853,itemQuestion,itemQuestion,100,itemQuestion,251
blanket-sleepover,4,3853,itemQuestion,competitor,84,itemQuestion,251
blanket-sleepover,4,3853,itemQuestion,sameCategory,6,itemQuestion,251
blanket-sleepover,4,3853,itemQuestion,otherCategory,10,itemQuestion,251
blanket-sleepover,4,3853,itemQuestion,mostSimilar,5,itemQuestion,251
sugar-coffee,5,3853,itemQuestion,itemQuestion,100,itemQuestion,252
sugar-coffee,5,3853,itemQuestion,competitor,75,itemQuestion,252
sugar-coffee,5,3853,itemQuestion,sameCategory,80,itemQuestion,252
sugar-coffee,5,3853,itemQuestion,otherCategory,0,itemQuestion,252
sugar-coffee,5,3853,itemQuestion,mostSimilar,43,itemQuestion,252
pot-garden,2,3857,itemQuestion,itemQuestion,97,itemQuestion,253
pot-garden,2,3857,itemQuestion,competitor,3,itemQuestion,253
pot-garden,2,3857,itemQuestion,sameCategory,100,itemQuestion,253
pot-garden,2,3857,itemQuestion,otherCategory,100,itemQuestion,253
pot-garden,2,3857,itemQuestion,mostSimilar,100,itemQuestion,253
umbrella-summer,3,3857,itemQuestion,itemQuestion,100,itemQuestion,254
umbrella-summer,3,3857,itemQuestion,competitor,100,itemQuestion,254
umbrella-summer,3,3857,itemQuestion,sameCategory,0,itemQuestion,254
umbrella-summer,3,3857,itemQuestion,otherCategory,100,itemQuestion,254
umbrella-summer,3,3857,itemQuestion,mostSimilar,100,itemQuestion,254
bottle-plants,4,3857,itemQuestion,itemQuestion,100,itemQuestion,255
bottle-plants,4,3857,itemQuestion,competitor,100,itemQuestion,255
bottle-plants,4,3857,itemQuestion,sameCategory,100,itemQuestion,255
bottle-plants,4,3857,itemQuestion,otherCategory,0,itemQuestion,255
bottle-plants,4,3857,itemQuestion,mostSimilar,100,itemQuestion,255
candy-halloween,5,3857,itemQuestion,itemQuestion,89,itemQuestion,256
candy-halloween,5,3857,itemQuestion,competitor,3,itemQuestion,256
candy-halloween,5,3857,itemQuestion,sameCategory,100,itemQuestion,256
candy-halloween,5,3857,itemQuestion,otherCategory,94,itemQuestion,256
candy-halloween,5,3857,itemQuestion,mostSimilar,97,itemQuestion,256
blanket-transportation,1,3863,itemQuestion,itemQuestion,100,itemQuestion,257
blanket-transportation,1,3863,itemQuestion,competitor,0,itemQuestion,257
blanket-transportation,1,3863,itemQuestion,sameCategory,74,itemQuestion,257
blanket-transportation,1,3863,itemQuestion,otherCategory,0,itemQuestion,257
blanket-transportation,1,3863,itemQuestion,mostSimilar,58,itemQuestion,257
pot-jam,2,3863,itemQuestion,itemQuestion,100,itemQuestion,258
pot-jam,2,3863,itemQuestion,competitor,0,itemQuestion,258
pot-jam,2,3863,itemQuestion,sameCategory,55,itemQuestion,258
pot-jam,2,3863,itemQuestion,otherCategory,40,itemQuestion,258
pot-jam,2,3863,itemQuestion,mostSimilar,35,itemQuestion,258
umbrella-rain,3,3863,itemQuestion,itemQuestion,100,itemQuestion,259
umbrella-rain,3,3863,itemQuestion,competitor,100,itemQuestion,259
umbrella-rain,3,3863,itemQuestion,sameCategory,0,itemQuestion,259
umbrella-rain,3,3863,itemQuestion,otherCategory,24,itemQuestion,259
umbrella-rain,3,3863,itemQuestion,mostSimilar,62,itemQuestion,259
postit-reading,5,3863,itemQuestion,itemQuestion,100,itemQuestion,260
postit-reading,5,3863,itemQuestion,competitor,79,itemQuestion,260
postit-reading,5,3863,itemQuestion,sameCategory,31,itemQuestion,260
postit-reading,5,3863,itemQuestion,otherCategory,63,itemQuestion,260
postit-reading,5,3863,itemQuestion,mostSimilar,77,itemQuestion,260
candy-dessert,1,3864,itemQuestion,itemQuestion,100,itemQuestion,261
candy-dessert,1,3864,itemQuestion,competitor,77,itemQuestion,261
candy-dessert,1,3864,itemQuestion,sameCategory,47,itemQuestion,261
candy-dessert,1,3864,itemQuestion,otherCategory,24,itemQuestion,261
candy-dessert,1,3864,itemQuestion,mostSimilar,92,itemQuestion,261
handkerchief-sauce,2,3864,itemQuestion,itemQuestion,99,itemQuestion,262
handkerchief-sauce,2,3864,itemQuestion,competitor,99,itemQuestion,262
handkerchief-sauce,2,3864,itemQuestion,sameCategory,1,itemQuestion,262
handkerchief-sauce,2,3864,itemQuestion,otherCategory,1,itemQuestion,262
handkerchief-sauce,2,3864,itemQuestion,mostSimilar,99,itemQuestion,262
broom-snow,3,3864,itemQuestion,itemQuestion,99,itemQuestion,263
broom-snow,3,3864,itemQuestion,competitor,99,itemQuestion,263
broom-snow,3,3864,itemQuestion,sameCategory,0,itemQuestion,263
broom-snow,3,3864,itemQuestion,otherCategory,1,itemQuestion,263
broom-snow,3,3864,itemQuestion,mostSimilar,53,itemQuestion,263
postit-reading,5,3864,itemQuestion,itemQuestion,99,itemQuestion,264
postit-reading,5,3864,itemQuestion,competitor,93,itemQuestion,264
postit-reading,5,3864,itemQuestion,sameCategory,21,itemQuestion,264
postit-reading,5,3864,itemQuestion,otherCategory,1,itemQuestion,264
postit-reading,5,3864,itemQuestion,mostSimilar,98,itemQuestion,264
bottle-plants,1,3867,itemQuestion,itemQuestion,64,itemQuestion,265
bottle-plants,1,3867,itemQuestion,competitor,71,itemQuestion,265
bottle-plants,1,3867,itemQuestion,sameCategory,52,itemQuestion,265
bottle-plants,1,3867,itemQuestion,otherCategory,34,itemQuestion,265
bottle-plants,1,3867,itemQuestion,mostSimilar,63,itemQuestion,265
postit-board,2,3867,itemQuestion,itemQuestion,93,itemQuestion,266
postit-board,2,3867,itemQuestion,competitor,32,itemQuestion,266
postit-board,2,3867,itemQuestion,sameCategory,61,itemQuestion,266
postit-board,2,3867,itemQuestion,otherCategory,28,itemQuestion,266
postit-board,2,3867,itemQuestion,mostSimilar,56,itemQuestion,266
pot-garden,3,3867,itemQuestion,itemQuestion,94,itemQuestion,267
pot-garden,3,3867,itemQuestion,competitor,61,itemQuestion,267
pot-garden,3,3867,itemQuestion,sameCategory,46,itemQuestion,267
pot-garden,3,3867,itemQuestion,otherCategory,20,itemQuestion,267
pot-garden,3,3867,itemQuestion,mostSimilar,45,itemQuestion,267
sweatpants-sleepover,4,3867,itemQuestion,itemQuestion,100,itemQuestion,268
sweatpants-sleepover,4,3867,itemQuestion,competitor,80,itemQuestion,268
sweatpants-sleepover,4,3867,itemQuestion,sameCategory,55,itemQuestion,268
sweatpants-sleepover,4,3867,itemQuestion,otherCategory,33,itemQuestion,268
sweatpants-sleepover,4,3867,itemQuestion,mostSimilar,62,itemQuestion,268
sugar-coffee,1,3868,itemQuestion,itemQuestion,100,itemQuestion,269
sugar-coffee,1,3868,itemQuestion,competitor,11,itemQuestion,269
sugar-coffee,1,3868,itemQuestion,sameCategory,11,itemQuestion,269
sugar-coffee,1,3868,itemQuestion,otherCategory,0,itemQuestion,269
sugar-coffee,1,3868,itemQuestion,mostSimilar,57,itemQuestion,269
broom-renovation,3,3868,itemQuestion,itemQuestion,100,itemQuestion,270
broom-renovation,3,3868,itemQuestion,competitor,100,itemQuestion,270
broom-renovation,3,3868,itemQuestion,sameCategory,0,itemQuestion,270
broom-renovation,3,3868,itemQuestion,otherCategory,9,itemQuestion,270
broom-renovation,3,3868,itemQuestion,mostSimilar,55,itemQuestion,270
towel-hair,4,3868,itemQuestion,itemQuestion,100,itemQuestion,271
towel-hair,4,3868,itemQuestion,competitor,100,itemQuestion,271
towel-hair,4,3868,itemQuestion,sameCategory,90,itemQuestion,271
towel-hair,4,3868,itemQuestion,otherCategory,55,itemQuestion,271
towel-hair,4,3868,itemQuestion,mostSimilar,54,itemQuestion,271
candy-halloween,5,3868,itemQuestion,itemQuestion,100,itemQuestion,272
candy-halloween,5,3868,itemQuestion,competitor,45,itemQuestion,272
candy-halloween,5,3868,itemQuestion,sameCategory,64,itemQuestion,272
candy-halloween,5,3868,itemQuestion,otherCategory,48,itemQuestion,272
candy-halloween,5,3868,itemQuestion,mostSimilar,100,itemQuestion,272
sweatpants-sleepover,1,3869,itemQuestion,itemQuestion,64,itemQuestion,273
sweatpants-sleepover,1,3869,itemQuestion,competitor,69,itemQuestion,273
sweatpants-sleepover,1,3869,itemQuestion,sameCategory,71,itemQuestion,273
sweatpants-sleepover,1,3869,itemQuestion,otherCategory,71,itemQuestion,273
sweatpants-sleepover,1,3869,itemQuestion,mostSimilar,78,itemQuestion,273
blanket-sleepover,3,3869,itemQuestion,itemQuestion,65,itemQuestion,274
blanket-sleepover,3,3869,itemQuestion,competitor,65,itemQuestion,274
blanket-sleepover,3,3869,itemQuestion,sameCategory,71,itemQuestion,274
blanket-sleepover,3,3869,itemQuestion,otherCategory,67,itemQuestion,274
blanket-sleepover,3,3869,itemQuestion,mostSimilar,67,itemQuestion,274
box-muffins,4,3869,itemQuestion,itemQuestion,85,itemQuestion,275
box-muffins,4,3869,itemQuestion,competitor,71,itemQuestion,275
box-muffins,4,3869,itemQuestion,sameCategory,73,itemQuestion,275
box-muffins,4,3869,itemQuestion,otherCategory,68,itemQuestion,275
box-muffins,4,3869,itemQuestion,mostSimilar,65,itemQuestion,275
towel-hair,5,3869,itemQuestion,itemQuestion,80,itemQuestion,276
towel-hair,5,3869,itemQuestion,competitor,78,itemQuestion,276
towel-hair,5,3869,itemQuestion,sameCategory,70,itemQuestion,276
towel-hair,5,3869,itemQuestion,otherCategory,90,itemQuestion,276
towel-hair,5,3869,itemQuestion,mostSimilar,85,itemQuestion,276
sugar-baking,1,3870,itemQuestion,itemQuestion,100,itemQuestion,277
sugar-baking,1,3870,itemQuestion,competitor,24,itemQuestion,277
sugar-baking,1,3870,itemQuestion,sameCategory,38,itemQuestion,277
sugar-baking,1,3870,itemQuestion,otherCategory,0,itemQuestion,277
sugar-baking,1,3870,itemQuestion,mostSimilar,66,itemQuestion,277
candy-dessert,2,3870,itemQuestion,itemQuestion,100,itemQuestion,278
candy-dessert,2,3870,itemQuestion,competitor,71,itemQuestion,278
candy-dessert,2,3870,itemQuestion,sameCategory,58,itemQuestion,278
candy-dessert,2,3870,itemQuestion,otherCategory,27,itemQuestion,278
candy-dessert,2,3870,itemQuestion,mostSimilar,85,itemQuestion,278
box-bbq,3,3870,itemQuestion,itemQuestion,100,itemQuestion,279
box-bbq,3,3870,itemQuestion,competitor,58,itemQuestion,279
box-bbq,3,3870,itemQuestion,sameCategory,75,itemQuestion,279
box-bbq,3,3870,itemQuestion,otherCategory,17,itemQuestion,279
box-bbq,3,3870,itemQuestion,mostSimilar,55,itemQuestion,279
blanket-transportation,4,3870,itemQuestion,itemQuestion,100,itemQuestion,280
blanket-transportation,4,3870,itemQuestion,competitor,55,itemQuestion,280
blanket-transportation,4,3870,itemQuestion,sameCategory,68,itemQuestion,280
blanket-transportation,4,3870,itemQuestion,otherCategory,14,itemQuestion,280
blanket-transportation,4,3870,itemQuestion,mostSimilar,19,itemQuestion,280
handkerchief-injury,1,3871,itemQuestion,itemQuestion,18,itemQuestion,281
handkerchief-injury,1,3871,itemQuestion,competitor,100,itemQuestion,281
handkerchief-injury,1,3871,itemQuestion,sameCategory,100,itemQuestion,281
handkerchief-injury,1,3871,itemQuestion,otherCategory,6,itemQuestion,281
handkerchief-injury,1,3871,itemQuestion,mostSimilar,19,itemQuestion,281
sweatpants-sleepover,3,3871,itemQuestion,itemQuestion,100,itemQuestion,282
sweatpants-sleepover,3,3871,itemQuestion,competitor,100,itemQuestion,282
sweatpants-sleepover,3,3871,itemQuestion,sameCategory,60,itemQuestion,282
sweatpants-sleepover,3,3871,itemQuestion,otherCategory,22,itemQuestion,282
sweatpants-sleepover,3,3871,itemQuestion,mostSimilar,74,itemQuestion,282
towel-hair,4,3871,itemQuestion,itemQuestion,100,itemQuestion,283
towel-hair,4,3871,itemQuestion,competitor,21,itemQuestion,283
towel-hair,4,3871,itemQuestion,sameCategory,26,itemQuestion,283
towel-hair,4,3871,itemQuestion,otherCategory,35,itemQuestion,283
towel-hair,4,3871,itemQuestion,mostSimilar,55,itemQuestion,283
sugar-coffee,5,3871,itemQuestion,itemQuestion,100,itemQuestion,284
sugar-coffee,5,3871,itemQuestion,competitor,100,itemQuestion,284
sugar-coffee,5,3871,itemQuestion,sameCategory,70,itemQuestion,284
sugar-coffee,5,3871,itemQuestion,otherCategory,0,itemQuestion,284
sugar-coffee,5,3871,itemQuestion,mostSimilar,67,itemQuestion,284
bottle-plants,1,3872,itemQuestion,itemQuestion,98,itemQuestion,285
bottle-plants,1,3872,itemQuestion,competitor,99,itemQuestion,285
bottle-plants,1,3872,itemQuestion,sameCategory,5,itemQuestion,285
bottle-plants,1,3872,itemQuestion,otherCategory,0,itemQuestion,285
bottle-plants,1,3872,itemQuestion,mostSimilar,2,itemQuestion,285
box-muffins,2,3872,itemQuestion,itemQuestion,98,itemQuestion,286
box-muffins,2,3872,itemQuestion,competitor,99,itemQuestion,286
box-muffins,2,3872,itemQuestion,sameCategory,2,itemQuestion,286
box-muffins,2,3872,itemQuestion,otherCategory,1,itemQuestion,286
box-muffins,2,3872,itemQuestion,mostSimilar,1,itemQuestion,286
umbrella-summer,3,3872,itemQuestion,itemQuestion,98,itemQuestion,287
umbrella-summer,3,3872,itemQuestion,competitor,0,itemQuestion,287
umbrella-summer,3,3872,itemQuestion,sameCategory,98,itemQuestion,287
umbrella-summer,3,3872,itemQuestion,otherCategory,1,itemQuestion,287
umbrella-summer,3,3872,itemQuestion,mostSimilar,1,itemQuestion,287
handkerchief-injury,4,3872,itemQuestion,itemQuestion,99,itemQuestion,288
handkerchief-injury,4,3872,itemQuestion,competitor,100,itemQuestion,288
handkerchief-injury,4,3872,itemQuestion,sameCategory,97,itemQuestion,288
handkerchief-injury,4,3872,itemQuestion,otherCategory,1,itemQuestion,288
handkerchief-injury,4,3872,itemQuestion,mostSimilar,98,itemQuestion,288
sugar-coffee,1,3873,itemQuestion,itemQuestion,99,itemQuestion,289
sugar-coffee,1,3873,itemQuestion,competitor,15,itemQuestion,289
sugar-coffee,1,3873,itemQuestion,sameCategory,42,itemQuestion,289
sugar-coffee,1,3873,itemQuestion,otherCategory,0,itemQuestion,289
sugar-coffee,1,3873,itemQuestion,mostSimilar,33,itemQuestion,289
umbrella-summer,3,3873,itemQuestion,itemQuestion,99,itemQuestion,290
umbrella-summer,3,3873,itemQuestion,competitor,24,itemQuestion,290
umbrella-summer,3,3873,itemQuestion,sameCategory,3,itemQuestion,290
umbrella-summer,3,3873,itemQuestion,otherCategory,42,itemQuestion,290
umbrella-summer,3,3873,itemQuestion,mostSimilar,33,itemQuestion,290
pot-garden,4,3873,itemQuestion,itemQuestion,99,itemQuestion,291
pot-garden,4,3873,itemQuestion,competitor,14,itemQuestion,291
pot-garden,4,3873,itemQuestion,sameCategory,10,itemQuestion,291
pot-garden,4,3873,itemQuestion,otherCategory,0,itemQuestion,291
pot-garden,4,3873,itemQuestion,mostSimilar,6,itemQuestion,291
towel-hair,5,3873,itemQuestion,itemQuestion,98,itemQuestion,292
towel-hair,5,3873,itemQuestion,competitor,29,itemQuestion,292
towel-hair,5,3873,itemQuestion,sameCategory,34,itemQuestion,292
towel-hair,5,3873,itemQuestion,otherCategory,42,itemQuestion,292
towel-hair,5,3873,itemQuestion,mostSimilar,24,itemQuestion,292
towel-clothes,1,3874,itemQuestion,itemQuestion,59,itemQuestion,293
towel-clothes,1,3874,itemQuestion,competitor,73,itemQuestion,293
towel-clothes,1,3874,itemQuestion,sameCategory,71,itemQuestion,293
towel-clothes,1,3874,itemQuestion,otherCategory,40,itemQuestion,293
towel-clothes,1,3874,itemQuestion,mostSimilar,33,itemQuestion,293
broom-snow,2,3874,itemQuestion,itemQuestion,79,itemQuestion,294
broom-snow,2,3874,itemQuestion,competitor,44,itemQuestion,294
broom-snow,2,3874,itemQuestion,sameCategory,67,itemQuestion,294
broom-snow,2,3874,itemQuestion,otherCategory,17,itemQuestion,294
broom-snow,2,3874,itemQuestion,mostSimilar,63,itemQuestion,294
pot-jam,4,3874,itemQuestion,itemQuestion,91,itemQuestion,295
pot-jam,4,3874,itemQuestion,competitor,44,itemQuestion,295
pot-jam,4,3874,itemQuestion,sameCategory,25,itemQuestion,295
pot-jam,4,3874,itemQuestion,otherCategory,27,itemQuestion,295
pot-jam,4,3874,itemQuestion,mostSimilar,66,itemQuestion,295
candy-dessert,5,3874,itemQuestion,itemQuestion,93,itemQuestion,296
candy-dessert,5,3874,itemQuestion,competitor,68,itemQuestion,296
candy-dessert,5,3874,itemQuestion,sameCategory,53,itemQuestion,296
candy-dessert,5,3874,itemQuestion,otherCategory,15,itemQuestion,296
candy-dessert,5,3874,itemQuestion,mostSimilar,71,itemQuestion,296
towel-clothes,1,3875,itemQuestion,itemQuestion,96,itemQuestion,297
towel-clothes,1,3875,itemQuestion,competitor,28,itemQuestion,297
towel-clothes,1,3875,itemQuestion,sameCategory,100,itemQuestion,297
towel-clothes,1,3875,itemQuestion,otherCategory,28,itemQuestion,297
towel-clothes,1,3875,itemQuestion,mostSimilar,35,itemQuestion,297
pot-jam,2,3875,itemQuestion,itemQuestion,97,itemQuestion,298
pot-jam,2,3875,itemQuestion,competitor,35,itemQuestion,298
pot-jam,2,3875,itemQuestion,sameCategory,0,itemQuestion,298
pot-jam,2,3875,itemQuestion,otherCategory,0,itemQuestion,298
pot-jam,2,3875,itemQuestion,mostSimilar,67,itemQuestion,298
bottle-water,3,3875,itemQuestion,itemQuestion,95,itemQuestion,299
bottle-water,3,3875,itemQuestion,competitor,72,itemQuestion,299
bottle-water,3,3875,itemQuestion,sameCategory,19,itemQuestion,299
bottle-water,3,3875,itemQuestion,otherCategory,0,itemQuestion,299
bottle-water,3,3875,itemQuestion,mostSimilar,52,itemQuestion,299
umbrella-rain,4,3875,itemQuestion,itemQuestion,96,itemQuestion,300
umbrella-rain,4,3875,itemQuestion,competitor,65,itemQuestion,300
umbrella-rain,4,3875,itemQuestion,sameCategory,8,itemQuestion,300
umbrella-rain,4,3875,itemQuestion,otherCategory,0,itemQuestion,300
umbrella-rain,4,3875,itemQuestion,mostSimilar,14,itemQuestion,300
bottle-plants,1,3876,itemQuestion,itemQuestion,43,itemQuestion,301
bottle-plants,1,3876,itemQuestion,competitor,62,itemQuestion,301
bottle-plants,1,3876,itemQuestion,sameCategory,35,itemQuestion,301
bottle-plants,1,3876,itemQuestion,otherCategory,4,itemQuestion,301
bottle-plants,1,3876,itemQuestion,mostSimilar,35,itemQuestion,301
sweatpants-sleepover,2,3876,itemQuestion,itemQuestion,98,itemQuestion,302
sweatpants-sleepover,2,3876,itemQuestion,competitor,78,itemQuestion,302
sweatpants-sleepover,2,3876,itemQuestion,sameCategory,56,itemQuestion,302
sweatpants-sleepover,2,3876,itemQuestion,otherCategory,3,itemQuestion,302
sweatpants-sleepover,2,3876,itemQuestion,mostSimilar,76,itemQuestion,302
umbrella-summer,3,3876,itemQuestion,itemQuestion,98,itemQuestion,303
umbrella-summer,3,3876,itemQuestion,competitor,12,itemQuestion,303
umbrella-summer,3,3876,itemQuestion,sameCategory,76,itemQuestion,303
umbrella-summer,3,3876,itemQuestion,otherCategory,1,itemQuestion,303
umbrella-summer,3,3876,itemQuestion,mostSimilar,8,itemQuestion,303
postit-board,4,3876,itemQuestion,itemQuestion,97,itemQuestion,304
postit-board,4,3876,itemQuestion,competitor,7,itemQuestion,304
postit-board,4,3876,itemQuestion,sameCategory,21,itemQuestion,304
postit-board,4,3876,itemQuestion,otherCategory,12,itemQuestion,304
postit-board,4,3876,itemQuestion,mostSimilar,61,itemQuestion,304
towel-clothes,1,3877,itemQuestion,itemQuestion,72,itemQuestion,305
towel-clothes,1,3877,itemQuestion,competitor,69,itemQuestion,305
towel-clothes,1,3877,itemQuestion,sameCategory,40,itemQuestion,305
towel-clothes,1,3877,itemQuestion,otherCategory,62,itemQuestion,305
towel-clothes,1,3877,itemQuestion,mostSimilar,39,itemQuestion,305
handkerchief-sauce,2,3877,itemQuestion,itemQuestion,80,itemQuestion,306
handkerchief-sauce,2,3877,itemQuestion,competitor,70,itemQuestion,306
handkerchief-sauce,2,3877,itemQuestion,sameCategory,61,itemQuestion,306
handkerchief-sauce,2,3877,itemQuestion,otherCategory,13,itemQuestion,306
handkerchief-sauce,2,3877,itemQuestion,mostSimilar,67,itemQuestion,306
candy-dessert,4,3877,itemQuestion,itemQuestion,85,itemQuestion,307
candy-dessert,4,3877,itemQuestion,competitor,74,itemQuestion,307
candy-dessert,4,3877,itemQuestion,sameCategory,43,itemQuestion,307
candy-dessert,4,3877,itemQuestion,otherCategory,23,itemQuestion,307
candy-dessert,4,3877,itemQuestion,mostSimilar,73,itemQuestion,307
