itemName,predictions,category,prompt
cafe-pizza,"We have cheese pizza which is vegeterian, however we do not have any pizzas with vegetable toppings.",competitor,human E1
clothing-clothes,"No sorry, we do not have any Hawaiian shirts in stock.",taciturn,human E1
waterSport-motor,"No sorry, we do not rent jet skis.",taciturn,human E1
bookingAgency-lowClassAccommodation,"No sorry, we do not have a bed in a youth hostel available for tomorrow night.",taciturn,human E1
gym-yoga,"No sorry, we do not offer yoga classes.",taciturn,human E1
touristInfo-childTheatre,no there is not,taciturn,human E1
zoo-xl,no there isn't one here,taciturn,human E1
interior-green,nope,taciturn,human E1
friendsActivities-boardGames,i do not,taciturn,human E1
touristInfo-clubbing,"No, but there is a hip hop show, a circus show and a jazz show",fullList,human E1
zoo-reptiles,There are no chameleons little Dave,taciturn,human E1
gym-boxing,No but you could try kick-boxing if you like,competitor,human E1
petAdoption-hamster,No but we have gerbils if you like,competitor,human E1
kidsActivities-sports,We have an acrobatics class which is similar to gymnastics.,competitor,human E1
zoo-reptiles,Yes. We'll see it soon. Let's see all the animals. We'll be at the reptile house soon.,other,human E1
dutyFree-sweets,"The closest we have to cookies, sir, are granola bars and gingerbread.",sameCategory,human E1
interior-deco,No. I have oil paintings though. Would you like to have a look at them ? I painted them myself.,competitor,human E1
books-fantasy,"I'm sorry, we don't have any currently.",taciturn,human E1
bar-tea,"I'm sorry we don't, but we do have iced coffee if that's any good for you?",competitor,human E1
electronics-console,"We don't unfortunately, would you like me to show you what we have in stock?",other,human E1
touristInfo-clubbing,"There is a club event, but it's with hip hop rather than electronic music.",competitor,human E1
bookingAgency-lowClassAccommodation,No I’m afraid not,taciturn,human E1
interior-green,No but I have an agave plant,competitor,human E1
books-romance,No but I have books of French love letters,competitor,human E1
bar-whiteWine,We only have Chardonnay I’m afraid,competitor,human E1
kidsActivities-crafts,No there is not,taciturn,human E1
touristInfo-childTheatre,There is a circus show,competitor,human E1
friendsActivities-boardGames,"No, but I do have monopoly!",competitor,human E1
books-romance,"Hmm, not exactly but I have French love letters, would that be any good?",competitor,human E1
bookingAgency-lowClassAccommodation,"There isn't anything in a hostel, maybe a budget room or cheap b&b would be useful?",sameCategory,human E1
clothing-clothes,"We only have sweatshirts unfortunately, but I might be able to get something in if you could come back",sameCategory,human E1
electronics-console,"No we do not but we have an Xbox, a game boy and a MacBook air",fullList,human E1
gym-boxing,"No we do not but would you like to try kickboxing, karate or even some pilates",fullList,human E1
waterSport-muscle,No we have no canoes but we do offer kayaks and pedal boats,sameCategory,human E1
electronics-console,"No, but we have a gameboy or xbox",sameCategory,human E1
bar-tea,"
No we don't",taciturn,human E1
petAdoption-hamster,No but we have gerbils,competitor,human E1
books-fantasy,No we don't,taciturn,human E1
bookingAgency-highClassAccommodation,"No, we have a suite available in a four star hotel or an apartment close to the city.",sameCategory,human E1
cafe-pizza,Yes we have a cheese piazza,competitor,human E1
kidsActivities-sports,We don't have gymnastics but we do have acrobatics,competitor,human E1
clothing-acc,Unfortunately not,taciturn,human E1
friendsActivities-boardGames,Sorry i do not so I have arranged either Monopoloy or checkers,sameCategory,human E1
bar-whiteWine,Sorry we only have Chardonnay or iced coffee,other,human E1
clothing-clothes,Sorry no but i can offer sweatshirts,sameCategory,human E1
petAdoption-dogs,Sorry the only dog we have available is golden retrievers,competitor,human E1
interior-deco,I have a lovely oil painting if you want it.,competitor,human E1
petAdoption-hamster,"No, sorry I don't",taciturn,human E1
waterSport-muscle,"Oh yes, we have wonderful kayaks",competitor,human E1
bookingAgency-highClassAccommodation,"Nothing that would suit your needs sir, sorry",taciturn,human E1
touristInfo-clubbing,"We are hosting a club event with a hip hop DJ, would that be the one you were thinking of?",competitor,human E1
friendsActivities-videoEntertainment,"Afraid not, but i've prepared some movies and games for us all.",other,human E1
clothing-acc,"I'm sorry, we don't currently have earrings in stock.",taciturn,human E1
petAdoption-hamster,"No, sorry, but we do have gerbils if you're open to another type of small pet.",competitor,human E1
cafe-pizza,Our only vegi pizza the cheese pizza,competitor,human E1
bar-tea,No sorry,taciturn,human E1
interior-deco,No but I do have water colours.,other,human E1
clothing-acc,No.,taciturn,human E1
touristInfo-clubbing,No.,taciturn,human E1
friendsActivities-videoEntertainment,"I have some movies we could watch, but they aren't on Netflix.",competitor,human E1
cafe-pizza,"No, but our pepperoni is excellent.",sameCategory,human E1
electronics-laptop,No sorry,taciturn,human E1
petAdoption-hamster,"Hello, unfortunately we don’t have any hamsters but we do have gerbils, would you like to have a look?",competitor,human E1
bookingAgency-highClassAccommodation,No it isn’t however could i interest you in this one?,other,human E1
zoo-reptiles,We will work our away around and get there eventually,other,human E1
bar-tea,I don’t but I can see what I can do,other,human E1
dutyFree-sweets,Sorry i have only have gingerbread and granola bars for sale.,sameCategory,human E1
interior-deco,"No, but have a oil painting you can look at.",competitor,human E1
zoo-reptiles,Sorry they do not have a chameleon but they have other animals to see in the zoo.,other,human E1
friendsActivities-videoEntertainment,No do not have Netflix But have some movies we can watch.,competitor,human E1
bookingAgency-highClassAccommodation,"No but we have an apartment close to the city, a room in a bed and breakfast and a suite in a four-star hotel available.",fullList,human E1
interior-deco,"No but I have some printed photographs, and an oil painting if you're interested?",sameCategory,human E1
bar-tea,"Nope, but we have iced coffee, and soda.",sameCategory,human E1
waterSport-muscle,"No but we can offer pedal boats, water ski equipment and kayaks.",fullList,human E1
waterSport-muscle,I am sorry but we have no canoes at present but can offer pedal boats or kayaks.,sameCategory,human E1
zoo-reptiles,I don’t think they have chameleons but we can have a look at the iguanas.,competitor,human E1
clothing-acc,I’m sorry but we do not stock earrings but have a wide choice of necklaces.,competitor,human E1
books-fantasy,I’m sorry but we are out of stock of psychological thrillers.,taciturn,human E1
clothing-clothes,we have sweatshirts,sameCategory,human E1
friendsActivities-boardGames,"i have monopoly,some movies,checkers",fullList,human E1
dutyFree-smokes,we have cigarettes,competitor,human E1
zoo-xl,there is giraffe and lion,sameCategory,human E1
dutyFree-smokes,no sorry,taciturn,human E1
clothing-clothes,I'm afraid we don't but we do have other shorts.,competitor,human E1
friendsActivities-boardGames,"Ah no we don't but I have got checkers, movies and monopoly",fullList,human E1
interior-green,ah sorry I don't but I have an agave plant you could have?,competitor,human E1
books-romance,We have books of French love letters that may contain poems.,competitor,human E1
friendsActivities-boardGames,"No, but I have Monopoly and checkers.",sameCategory,human E1
zoo-xl,"They don't have a tiger, but we can go see the lion.",competitor,human E1
clothing-clothes,"Sorry, we don't have Hawaiian shirts.",taciturn,human E1
interior-green,"I don't have an aloe vera plant right now, I do have an agave plant which looks very similar if you want it.",competitor,human E1
petAdoption-dogs,"We don't have any Dalmatians, if you are looking for a dog of similar size we do have golden retrievers.",competitor,human E1
gym-yoga,"We currently don't offer yoga classes, pilates classes are very similar if you wish to try it out.",competitor,human E1
electronics-laptop,No but we do have a MacBook Air,competitor,human E1
cafe-pizza,No we do not have a veggie pizza,taciturn,human E1
bookingAgency-highClassAccommodation,No it is not available for tomorrow night,taciturn,human E1
interior-deco,Sorry I do not have any,taciturn,human E1
petAdoption-hamster,Sorry we do not have any hamsters,taciturn,human E1
interior-green,"I don't, but I'd quite like one, next time I'm at the garden centre, I'll pick one up for each of us. You can have one as a house warminf present.",other,human E1
clothing-clothes,"I'm very sorry, we don't have that in stock, I'll speak to our other stores and see if we have anything like that in stock elsewhere for you.",other,human E1
gym-yoga,"I'm really sorry, we don't currently offer yoga, what will do is mention it to our manager as other people have also asked about yoga. In the meantime would you like to try a free plates session?",competitor,human E1
cafe-pie,We don't have any cake today but we have a beautiful raspberry pie that I'd reccomend.,competitor,human E1
gym-boxing,"no, we do kickboxing.",competitor,human E1
zoo-reptiles,they don't have chameleons here,taciturn,human E1
bookingAgency-highClassAccommodation,no. i can offer you an apartmnet or a suite in a 4 star hotel.,sameCategory,human E1
gym-yoga,"No, we offer kickboxing, zumba and pilates",fullList,human E1
kidsActivities-crafts,"No, only acrobatics, watercolor and carpentry",fullList,human E1
touristInfo-childTheatre,there is a circus,competitor,human E1
petAdoption-dogs,"no, only golden retirevers, gerbils and chihuahuas",fullList,human E1
touristInfo-clubbing,"Hi, we don't have any electronic music events in town today but we do have several other music events. Would you be interested to know more about these?",other,human E1
petAdoption-hamster,"Hello, well we don't have any in right now. Is there something about hamsters that really interest you? Because we do have other animal in need of rehoming",other,human E1
books-fantasy,While we don't have any directly of that genre please take a look at these other titles that may have something you are looking for,other,human E1
cafe-pizza,We don't have a vegetable pizza today. If you are vegetarian we have a cheese pizza. Is that good for you?,competitor,human E1
gym-yoga,I’m afraid we don’t at present,taciturn,human E1
cafe-pie,No but we do have raspberry pie,competitor,human E1
petAdoption-dogs,No we don’t have any Dalmatian’s at present but we have these other breeds,other,human E1
petAdoption-hamster,no. but we have gerbils,competitor,human E1
electronics-console,no. only xbox and gameboy,sameCategory,human E1
zoo-reptiles,it's an iguana.,competitor,human E1
interior-deco,no. but I have an oil painting,competitor,human E1
cafe-pie,"No but we have raspberry pie, would you like that?",competitor,human E1
dutyFree-smokes,"No, sorry. Cigarettes though, would you like those instead?",competitor,human E1
clothing-clothes,"No we haven't - we have shorts, necklaces and sweatshirts.",fullList,human E1
friendsActivities-boardGames,"I have prepared movies, checkers and Monopoly. I may have scrabble somewhere - shall I have a look?",fullList,human E1
bar-tea,"No, sorry, we do not, but we do have iced coffee.",competitor,human E1
clothing-acc,"No we do not have any in stock at the moment, sorry.",taciturn,human E1
zoo-reptiles,"No, we can't, there is no chameleon here.",taciturn,human E1
electronics-console,"No sorry, we don't stock any Playstations. Do any of these other games consoles interest you?",other,human E1
kidsActivities-sports,There is an acrobatics class which is similar to activities you would do in a gymnastics class.,competitor,human E1
friendsActivities-videoEntertainment,I don't have Netflix but I have some movies and games for us to play this evening. You won't miss Netflix trust me!,other,human E1
gym-boxing,No we do not have boxing classes but we offer the following classes if these are of interest to you ?,other,human E1
dutyFree-sweets,"I'm sorry but I dont have any cookies at the moment, but I will check for you if we can offer that, I have the following items if these interest you?",other,human E1
gym-boxing,"Hello, sorry we don't offer boxing classes but perhaps you may be interested in our kickboxing or karate classes?",sameCategory,human E1
bar-tea,I'm so sorry we don't serve iced tea. I can recommend our iced coffee though.,competitor,human E1
interior-deco,"No, how about an oil painting?",competitor,human E1
books-fantasy,We don't but we have some great mystery and adventure novels.,sameCategory,human E1
waterSport-muscle,"No sir but we do rent the same family of boats, our version is the kayak",competitor,human E1
interior-deco,i have none at the moment however if you want a substitute short term then you can choose between an oil painting and photograph prints,sameCategory,human E1
clothing-acc,"we have sold out until next weeks new stock arrives, how about a necklace but be quick as they are selling out too.",competitor,human E1
touristInfo-clubbing,not today however i can get you into a hip hop session.,competitor,human E1
clothing-acc,"No, I'm sorry, we are out of stock at the moment.",taciturn,human E1
touristInfo-clubbing,"No, not today but we do have a hip hop DJ and live jazz music.",sameCategory,human E1
interior-deco,"No, we don't have any watercolour paintings but we do have oil paintings, if you would like to take a look.",competitor,human E1
interior-green,"I have an agave plant and some tulips of they're any good for you, you're welcome to have them.",sameCategory,human E1
cafe-pie,We have raspberry pie which is lovely,competitor,human E1
electronics-laptop,We have a macbook air and a desktop computer,sameCategory,human E1
dutyFree-smokes,We have ciggerattes,competitor,human E1
interior-green,"Sorry, no I don't",taciturn,human E1
kidsActivities-crafts,"No, but we have some great alternatives",other,human E1
bookingAgency-lowClassAccommodation,"The options I have for tomorrow are, a budget hotel or a bed and breakfast. Do you want to discuss pricing for those? They could be not much more than a hostel.",sameCategory,human E1
touristInfo-childTheatre,"There isn’t today, although there is a circus show. Would this be of interest to you?",competitor,human E1
books-romance,We do have a book of French love letters.  Would that interest you?,competitor,human E1
cafe-pie,We actually have a raspberry pie today instead. Would you like to try it?,competitor,human E1
electronics-console,"sorry, we don't",taciturn,human E1
kidsActivities-sports,"sorry, we don't",taciturn,human E1
zoo-reptiles,"Sorry, I don't think there are any chameleons! We can go to the igaunas if you want instead?",competitor,human E1
petAdoption-hamster,"We don't sorry, but we do have gerbils that you might be interested in?",competitor,human E1
gym-boxing,"We don't sorry, but we do have kickboxing instead if that's something you're interested in.",competitor,human E1
bookingAgency-highClassAccommodation,"There isn't, sorry, however we do have a room in a bed-and-breakfast, a suite in a four-star hotel and an apartment that's close to the city.",fullList,human E1
zoo-reptiles,There are no chameleons here but let's see the amazing turtles and iguanas.,sameCategory,human E1
bar-tea,I am afraid we do not have iced tea. We do have iced coffee.,competitor,human E1
touristInfo-clubbing,"No, we have a hip-hop night and later performance by a live jazz band.",sameCategory,human E1
waterSport-muscle,"We have kayaks only, if that's ok?",competitor,human E1
cafe-pizza,"No, sorry we don't have that today.",taciturn,human E1
interior-deco,"No, but I do have an oil painting you could have.",competitor,human E1
friendsActivities-videoEntertainment,"No, how about we watch a movie instead?",competitor,human E1
gym-boxing,"No, we do kickboxing if that is of interest?",competitor,human E1
dutyFree-sweets,"No, but we do have gingerbread.",competitor,human E1
petAdoption-hamster,"We have gerbils, if you prefer?",competitor,human E1
electronics-console,"No, how about an Xbox?",competitor,human E1
waterSport-muscle,"Kayaks, pedal boats and water ski equipment, but no canoes.",fullList,human E1
petAdoption-hamster,"No, but we have gerbils.",competitor,human E1
interior-deco,"No, but I can make you one.",other,human E1
bookingAgency-highClassAccommodation,"No, but how about a suite in a four star hotel?",competitor,human E1
gym-boxing,"No, we have karate and kickboxing though.",sameCategory,human E1
dutyFree-sweets,"Unfortunately not, but we do have gingerbread available.",competitor,human E1
petAdoption-hamster,"We don't have any hamsters, sadly. However, we do have gerbils if that is okay?",competitor,human E1
books-fantasy,"We don't have any psychological thrillers in at the moment, but we have some adventure novels as well as mystery novels that you might like.",sameCategory,human E1
gym-boxing,We don't offer boxing classes but we do offer kickboxing classes.,competitor,human E1
clothing-acc,"I’m sorry, we don’t stock those at present.",taciturn,human E1
bar-tea,"Sorry, we don’t have iced tea, but we do serve a refreshing iced coffee.",competitor,human E1
cafe-pizza,"Sorry, no veggie pizza today but there is cheese pizza.",competitor,human E1
friendsActivities-videoEntertainment,"No, there is no Netflix but there’s plenty of other options for entertainment.",other,human E1
dutyFree-smokes,"No I’m afraid we do not sell those on board.
Would you like anything else?
",other,human E1
interior-green,No but I have this agave instead- would you like that?,competitor,human E1
gym-yoga,"No, the closest we offer is Pilates- you should give it a try",competitor,human E1
electronics-laptop,"No, we only have the MacBook Air at the moment.",competitor,human E1
books-romance,"No, but I do have some books of French love letters",competitor,human E1
zoo-xl,I'm not sure that there is a tiger in this zoo. But there is definitely a lion that we can go to see,competitor,human E1
friendsActivities-boardGames,"No, we don't have scrabble, but we do have monopoly, and there's also checkers and some movie we can watch",fullList,human E1
kidsActivities-crafts,Unfortunately we don't have a pottery class. But maybe you would like a painting class. Or there'd also carpentry or acrobatics classes.,fullList,human E1
electronics-console,"We do not have a Playstation, sorry.",taciturn,human E1
interior-deco,"I don't have watercolour paintings, I'm afraid.",taciturn,human E1
touristInfo-clubbing,"There is no club event with electronic music today, only hip hop",competitor,human E1
friendsActivities-videoEntertainment,"I do not have Netflix, sorry.",taciturn,human E1
books-fantasy,We have some mystery books that could also be considered thrillers.,competitor,human E1
interior-deco,"No, I'm sorry but the only painting I have at the moment is an oil painting.",competitor,human E1
waterSport-muscle,Unfortunately not - the most similar item we have is a kayak.,competitor,human E1
friendsActivities-videoEntertainment,"No, but there's a selection of movies if you want to choose one.",competitor,human E1
books-romance,"We have books with french love letters, would you be interested in those?",competitor,human E1
petAdoption-dogs,We unfortnatly don't but do have golden retrievers that are similar in energy level and size.,competitor,human E1
dutyFree-smokes,We don't but would you be interested in any cigarettes?,competitor,human E1
interior-green,Would an agave plant or tulips but something you'd like instead since I currently have no aloe vera plants?,sameCategory,human E1
zoo-reptiles,"chameleon is probably near to iguanas, let's go and have a look.",competitor,human E1
waterSport-muscle,"hello, we do have kayaks if you are interested.",competitor,human E1
gym-boxing,"hello, we do offer kickboxing classes, are you interested about it?",competitor,human E1
friendsActivities-videoEntertainment,"Netflix is boring, let's play some games guys",other,human E1
bar-tea,We don’t generally have iced tea but I’ll see what I can do for you,other,human E1
interior-deco,Yes I have some paintings. Also if interested I have plant as well to make your house look homely,other,human E1
clothing-acc,I’m sorry I havnt but I do have some necklaces if your interested,competitor,human E1
interior-deco,"I don't have any watercolours but if you're looking for something nice to fill up a wall, you could take a look at this oil painting. Oh, and I've got some printed photographs too.",sameCategory,human E1
dutyFree-sweets,I'm sorry we don't have cookies. Would you like to purchase some duty-free granola bars or gingerbread instead? We've also got cigarettes on sale if you'd like.,fullList,human E1
books-fantasy,"Hi, sorry we don't have those in stock at the moment. Though if you're interested, we've got some mystery novels, adventure novels and books of French love letters.",fullList,human E1
bar-tea,"Sorry ma'am, we only serve soda, Chardonnay and iced coffee here. Would you like some?",fullList,human E1
interior-green,"No I don't, but I do have an agave plant or some tulips you are welcome to if you would like those?",sameCategory,human E1
electronics-laptop,No sorry but I have a MacBook Air or a desktop computer if you are interested in those?,sameCategory,human E1
clothing-clothes,No we do not have any I'm afraid.,taciturn,human E1
dutyFree-smokes,No sorry. I do have some cigarettes if you are interested in those instead?,competitor,human E1
books-romance,"I don't think we have books on love poems, but we do have books of French love letters.",competitor,human E1
petAdoption-dogs,"I'm sorry, we don't have any dalmations currently, but we do have chihuahuas and golden retrievers.",sameCategory,human E1
clothing-clothes,"I'm sorry, the only clothing we have in stock right now is shorts and sweatshirts.",sameCategory,human E1
friendsActivities-boardGames,"Sorry, the only board games I have are checkers and Monopoly.",sameCategory,human E1
bookingAgency-highClassAccommodation,"Unfortunately there are no five-star hotels available for a single room, but we have a great option for a suite in a four-star hotel.",competitor,human E1
friendsActivities-videoEntertainment,"I do not have netflix, but we can play some Xbox games and Monopoly. I also have some movies available for us to watch without needing Netflix.",fullList,human E1
clothing-acc,"We do not have earrings, we only have necklaces, sunglasses, and shorts in stock.",fullList,human E1
electronics-console,"We do not have a PlayStation in stock, however we do have an Xbox that works almost the same as a PlayStation.",competitor,human E1
clothing-acc,"no, sorry just sunglasses, shorts and necklaces",fullList,human E1
petAdoption-hamster,"no, sorry",taciturn,human E1
dutyFree-sweets,we have gingerbread and granola bars!,sameCategory,human E1
bar-tea,"sorry, just iced coffee, would you like some water?",competitor,human E1
gym-boxing,"Unfortunately we don't. However, we do offer kickboxing classes which focused on kicking and punching if you'd like to consider.",competitor,human E1
books-fantasy,"Unfortunately we don't have them on shelf at the moment, however, I'd be happy to order some for you if you're interested.",other,human E1
waterSport-muscle,"No, we don't at the moment. W",taciturn,human E1
kidsActivities-sports,No. We have other interesting classes if you'd like to try.,other,human E1
friendsActivities-videoEntertainment,"No I don't, but I have lots of movies at hand here",competitor,human E1
petAdoption-hamster,"No, but we have ferrets and gerbils",sameCategory,human E1
dutyFree-sweets,"No, we do not. But we have granola bars and gingerbread",sameCategory,human E1
zoo-reptiles,"Yes, we can look at the reptile area",other,human E1
zoo-reptiles,"no

",taciturn,human E1
petAdoption-hamster,"no 
",taciturn,human E1
friendsActivities-videoEntertainment,"no 
",taciturn,human E1
books-fantasy,"We don't have any in stock right now I'm afraid, but we do have this mystery novel that you might be interested in",competitor,human E1
clothing-acc,"We don't right now, but if it's jewellery you're after then our necklace section is just over here",competitor,human E1
electronics-console,"We don't, would you be interested in an Xbox?",competitor,human E1
friendsActivities-videoEntertainment,I've got some movies lined up for us to check out,competitor,human E1
bar-tea,"I'm sorry, we don't but we serve iced coffee",competitor,human E1
dutyFree-sweets,We dell gingerbread or granola bars.,sameCategory,human E1
gym-boxing,"No, sorry but we offer Karate or kickboxing classes.",sameCategory,human E1
friendsActivities-videoEntertainment,"No, but I have movies lined up for us to choose from.",competitor,human E1
touristInfo-clubbing,There is a club event but it is playing hip hop music should this be of interest to you.,competitor,human E1
kidsActivities-sports,No not a gymnastics class but there is an acrobatics class which could be fun!  But also a karate class if you would like to try something new and active.,sameCategory,human E1
bar-tea,No not today.  May I interest you in an iced coffee?,competitor,human E1
interior-deco,I don't at the moment.  But if you would like an oil painting or perhaps some photographic prints I can help you out.,sameCategory,human E1
friendsActivities-boardGames,Sure we have scrabble. Lets see who prefers to to Monopoly.,competitor,human E1
dutyFree-smokes,"Sorry, but we are sold out of cigars at the moment. I can arrange for some to be available when we land tho if you tell me which ones you are interested in.",other,human E1
gym-yoga,"I'm sorry we don't offer Yoga currently, but our pilates classes are very popular as it is seen as the next big thing. Are you interested in the social or technical aspects?",competitor,human E1
kidsActivities-crafts,"I'm sorry but we don't have any kilns to give pottery classes at the moment. Have you tried all of watercolour painting, carpentry and acrobatics before and given up on them?",fullList,human E1
clothing-clothes,"no sorry we do not have any
",taciturn,human E1
bookingAgency-lowClassAccommodation,No sorry but we have availibility at a budget hotel?,competitor,human E1
touristInfo-childTheatre,No but there is a circus show happening if you are intrested?,competitor,human E1
petAdoption-dogs,No sorry but we have golden retrievers if you would like to take a look?,competitor,human E1
friendsActivities-boardGames,"I don't but we do have monopoly, would that be ok instead?",competitor,human E1
dutyFree-smokes,WE don't sorry about that,taciturn,human E1
cafe-pie,I  could offer you raspberry pie instead?,competitor,human E1
kidsActivities-sports,"Unfortuantely not, however we have acrobatics, which is similar to gymnastics",competitor,human E1
electronics-console,"No playstations sorry, we do have an Xbox which is similar",competitor,human E1
waterSport-muscle,"Sorry we don't, we do however have kayaks or pedal boats if you would be interested in renting these",sameCategory,human E1
gym-boxing,"No boxing, but we do offer kickboxing or karate",sameCategory,human E1
bookingAgency-highClassAccommodation,"no, I'm sorry, that is not available, but we do have a four star hotel option open.",competitor,human E1
bar-tea,"sorry, no. we only have soda, chardonnay, and iced coffee.",fullList,human E1
electronics-console,"We don't, sorry, but we have a gameboy, macbook air, and an xbox if you'd be interested in looking at those.",fullList,human E1
interior-deco,"I don't, but I do have an oil painting.",competitor,human E1
waterSport-muscle,Sorry we dont but i can offer you a kayak which is very similar.,competitor,human E1
interior-deco,I dont but would let you have a very nice oil painting now or perhaps paint you a watercolour in the next few weeks.,competitor,human E1
kidsActivities-sports,there isn’t a gymnastics class as such but there is acrobatics and karate which are similar to gymnastics.,sameCategory,human E1
gym-boxing,we offer kick-boxing classes but not boxing classes unfortunately,competitor,human E1
zoo-reptiles,let’s see the other animals first and then we can find the chameleon,other,human E1
electronics-console,we don’t unfortunately but we have an xbox and gameboy if that interests you?,sameCategory,human E1
bookingAgency-highClassAccommodation,We have a luxurious apartment close to the city available or a suite in a 4 star hotel sir.,sameCategory,human E1
bar-tea,"Unfortunately no we don't, but we do have iced coffee",competitor,human E1
interior-deco,"I don't have anyy water colour paintings, but I do have an oil painting if you'd like to see it?",competitor,human E1
waterSport-muscle,"We do rent out a range of different boats, we have Kayaks and pedal boats available to rent",sameCategory,human E1
kidsActivities-crafts,"I'm sorry, there are no pottery classes. There's a carpentry workshop you could do instead?",sameCategory,human E1
friendsActivities-boardGames,"Sorry, I haven't. I've got other games",other,human E1
gym-yoga,No we don't but we do offer many other classes that might be of interest?,other,human E1
cafe-pie,We don't but we do have a delicious raspberry pie,competitor,human E1
interior-green,No sorry I don't have an aloe vera plant.,taciturn,human E1
cafe-pie,No sorry we only have raspberry pie available.,competitor,human E1
kidsActivities-crafts,No sadly there isn't a pottery class.,taciturn,human E1
touristInfo-childTheatre,No unfortunately there isn't a theatre performance for children today.,taciturn,human E1
bookingAgency-highClassAccommodation,"I’m sorry sir, we only have suits and apartments available at the moment.",sameCategory,human E1
zoo-reptiles,I don’t think they have a chameleon but they’ve got lions! They’re much more exciting!,otherCategory,human E1
petAdoption-hamster,"I’m sorry we don’t at the moment but, we do have gerbils. They’re similar but easier to look after.",competitor,human E1
kidsActivities-sports,"No, but there's acrobatics",competitor,human E1
zoo-reptiles,"There's no chameleons, let's see iguanas instead",competitor,human E1
touristInfo-clubbing,No sorry,taciturn,human E1
electronics-laptop,"no, unfortunatley we only have a Macbook Air in stock at the moment",competitor,human E1
friendsActivities-boardGames,no I dont however I do have Monopoly and checkers if we feel like playing games,sameCategory,human E1
waterSport-motor,"We do have a range of water ski equipment, but I will have to double check if we specifically have jet skis avaliable at the moment",other,human E1
bar-whiteWine,sadly we have no sauvignon blanc in at the moment but we do offer a lovely chardonnay,competitor,human E1
interior-green,"Unfortunately I don't have Aloe Vera, but I do have an agave plant you might like.",competitor,human E1
books-romance,"We have books of French love letters, some of these may contain poems. you may find them interesting.",competitor,human E1
bookingAgency-lowClassAccommodation,There is no youth hostel available today unfortauntely. You may find this bed-and-breakfast option suitable?,sameCategory,human E1
touristInfo-childTheatre,"There is a circus show today which is suitable for children, but no theatre I'm afraid.",competitor,human E1
touristInfo-childTheatre,No but there is a circus show?,competitor,human E1
dutyFree-smokes,No but we sell cigarettes?,competitor,human E1
bar-whiteWine,"Unfortunately not, but we do have Chardonnay?",competitor,human E1
electronics-laptop,No but we do have a MacBook Air?,competitor,human E1
books-fantasy,"Sorry we don't currently have any psychological thrillers in stock. If there is a specific book you have in mind I may be able to order one in for you. Alternatively, you may want to look at our range of mystery novels which might be similar to what you are looking for or feel free to peruse our range of adventure novels if you are looking for something different.",sameCategory,human E1
gym-boxing,"We don't currently offer boxing classes, however we do offer kickboxing which is a striking sport that also includes kicks or karate for a more traditional martial art.",sameCategory,human E1
clothing-acc,We don't currently have any earrings but we do have a selection of necklaces and sunglasses if you are looking for other accessories,sameCategory,human E1
bookingAgency-highClassAccommodation,We do not have a five star hotel available for tomorrow night but there is a four star suite in a hotel nearby,competitor,human E1
interior-deco,"No I don't, but I do have an oil painting",competitor,human E1
gym-boxing,We do offer kickboxing classes here.,competitor,human E1
electronics-console,"No we don't sorry, we do have an xbox though, would this be ok?",competitor,human E1
petAdoption-dogs,"Currently no but we do have other dogs desperate for a new homme

",other,human E1
bookingAgency-lowClassAccommodation,Not that precise accommodation but we do have alternatives which are not too expensive,other,human E1
interior-green,No but would you consider an agave?,competitor,human E1
gym-yoga,We're hoping to start those soon. Have you heard of zumba?,sameCategory,human E1
electronics-console,"Not currently I'm afraid, just Xbox and Gameboy.",sameCategory,human E1
bookingAgency-highClassAccommodation,"No there isn't, sorry, but there is a suite in a four star hotel.",competitor,human E1
gym-boxing,"Not at the moment, just kickboxing, pilates and karate.",fullList,human E1
zoo-reptiles,Soon we can see something very like a chameleon,other,human E1
cafe-pizza,"Yes, we have cheese pizza.",competitor,human E1
dutyFree-sweets,"No, we only have gingerbread and granola bars.",sameCategory,human E1
cafe-pizza,No we don't but you might like to try the cheese pizza?,competitor,human E1
interior-deco,I don't have any at the moment but I do have some photographs or an oil painting if that would work?,sameCategory,human E1
books-fantasy,no not here but can I recommend something else?,other,human E1
zoo-reptiles,"I'm not sure if there are any. Should we walk around and see?
",other,human E1
bar-whiteWine,"No sorry, But the Chardonnay is very good",competitor,human E1
electronics-laptop,We don't but have you considered a MacBook Air instead?,competitor,human E1
touristInfo-childTheatre,Not a theatre performance but they will love the Circus which starts shortly,competitor,human E1
petAdoption-dogs,"No, sorry. We do have some other dogs you may like to see",other,human E1
kidsActivities-sports,"No there is a karate class, a watercolor painting class and an acrobatics class. You may enjoy acrobatics though it is pretty similar to gymnastics in many ways and you can learn some similar skills.",fullList,human E1
electronics-console,"No we don't have any play stations. We have a Gameboy, an xbos and a mac book air.",fullList,human E1
dutyFree-sweets,No we don't have cookies but we do have gingerbread or granola bars.,sameCategory,human E1
waterSport-muscle,No we don't have canoes but we do have kayaks which are pretty similar although they are closed boat and have a slightly different padle,competitor,human E1
cafe-pie,We have raspberry pie,competitor,human E1
clothing-clothes,I'm sorry we do not have any Hawaiian shirts.,taciturn,human E1
electronics-laptop,"We have a Macbook Air, will that interest you?",competitor,human E1
kidsActivities-crafts,I'm sorry we don't have a pottery class.,taciturn,human E1
zoo-reptiles,Maybe. I'm not sure if there is a chameleon or not. Let's double check the map.,other,human E1
